2025-02-06 18:28:43.690 | INFO     | __main__:train_sac:18 - Using device: cuda
2025-02-06 18:28:45.797 | INFO     | __main__:train_sac:51 - Episode: 1, Reward: 154.77
2025-02-06 18:28:45.854 | INFO     | __main__:train_sac:51 - Episode: 2, Reward: 117.46
2025-02-06 18:28:45.922 | INFO     | __main__:train_sac:51 - Episode: 3, Reward: 113.20
2025-02-06 18:28:46.005 | INFO     | __main__:train_sac:51 - Episode: 4, Reward: 152.41
2025-02-06 18:28:46.068 | INFO     | __main__:train_sac:51 - Episode: 5, Reward: 107.82
2025-02-06 18:28:46.131 | INFO     | __main__:train_sac:51 - Episode: 6, Reward: 149.61
2025-02-06 18:28:46.167 | INFO     | __main__:train_sac:51 - Episode: 7, Reward: 104.72
2025-02-06 18:28:47.484 | INFO     | __main__:train_sac:51 - Episode: 8, Reward: 102.74
2025-02-06 18:28:49.798 | INFO     | __main__:train_sac:51 - Episode: 9, Reward: 180.93
2025-02-06 18:28:50.509 | INFO     | __main__:train_sac:51 - Episode: 10, Reward: 45.56
2025-02-06 18:28:51.734 | INFO     | __main__:train_sac:51 - Episode: 11, Reward: 94.33
2025-02-06 18:28:52.868 | INFO     | __main__:train_sac:51 - Episode: 12, Reward: 89.00
2025-02-06 18:28:53.995 | INFO     | __main__:train_sac:51 - Episode: 13, Reward: 83.21
2025-02-06 18:28:55.089 | INFO     | __main__:train_sac:51 - Episode: 14, Reward: 80.13
2025-02-06 18:28:56.254 | INFO     | __main__:train_sac:51 - Episode: 15, Reward: 86.37
2025-02-06 18:28:57.313 | INFO     | __main__:train_sac:51 - Episode: 16, Reward: 72.30
2025-02-06 18:28:58.370 | INFO     | __main__:train_sac:51 - Episode: 17, Reward: 79.60
2025-02-06 18:28:59.349 | INFO     | __main__:train_sac:51 - Episode: 18, Reward: 69.16
2025-02-06 18:29:00.379 | INFO     | __main__:train_sac:51 - Episode: 19, Reward: 71.77
2025-02-06 18:29:01.346 | INFO     | __main__:train_sac:51 - Episode: 20, Reward: 68.36
2025-02-06 18:29:02.494 | INFO     | __main__:train_sac:51 - Episode: 21, Reward: 86.35
2025-02-06 18:29:03.629 | INFO     | __main__:train_sac:51 - Episode: 22, Reward: 83.66
2025-02-06 18:29:04.561 | INFO     | __main__:train_sac:51 - Episode: 23, Reward: 66.51
2025-02-06 18:29:05.489 | INFO     | __main__:train_sac:51 - Episode: 24, Reward: 62.66
2025-02-06 18:29:06.493 | INFO     | __main__:train_sac:51 - Episode: 25, Reward: 74.36
2025-02-06 18:29:07.583 | INFO     | __main__:train_sac:51 - Episode: 26, Reward: 79.56
2025-02-06 18:29:08.527 | INFO     | __main__:train_sac:51 - Episode: 27, Reward: 65.07
2025-02-06 18:29:09.634 | INFO     | __main__:train_sac:51 - Episode: 28, Reward: 80.12
2025-02-06 18:29:10.788 | INFO     | __main__:train_sac:51 - Episode: 29, Reward: 88.41
2025-02-06 18:29:11.765 | INFO     | __main__:train_sac:51 - Episode: 30, Reward: 71.87
2025-02-06 18:29:12.795 | INFO     | __main__:train_sac:51 - Episode: 31, Reward: 73.09
2025-02-06 18:29:13.945 | INFO     | __main__:train_sac:51 - Episode: 32, Reward: 78.77
2025-02-06 18:29:14.929 | INFO     | __main__:train_sac:51 - Episode: 33, Reward: 68.38
2025-02-06 18:29:16.050 | INFO     | __main__:train_sac:51 - Episode: 34, Reward: 83.22
2025-02-06 18:29:17.152 | INFO     | __main__:train_sac:51 - Episode: 35, Reward: 83.03
2025-02-06 18:29:18.074 | INFO     | __main__:train_sac:51 - Episode: 36, Reward: 64.81
2025-02-06 18:29:19.105 | INFO     | __main__:train_sac:51 - Episode: 37, Reward: 74.04
2025-02-06 18:29:20.176 | INFO     | __main__:train_sac:51 - Episode: 38, Reward: 79.69
2025-02-06 18:29:21.214 | INFO     | __main__:train_sac:51 - Episode: 39, Reward: 74.70
2025-02-06 18:29:22.310 | INFO     | __main__:train_sac:51 - Episode: 40, Reward: 82.85
2025-02-06 18:29:23.358 | INFO     | __main__:train_sac:51 - Episode: 41, Reward: 78.24
2025-02-06 18:29:24.476 | INFO     | __main__:train_sac:51 - Episode: 42, Reward: 82.07
2025-02-06 18:29:25.428 | INFO     | __main__:train_sac:51 - Episode: 43, Reward: 79.73
2025-02-06 18:29:26.172 | INFO     | __main__:train_sac:51 - Episode: 44, Reward: 68.15
2025-02-06 18:29:27.018 | INFO     | __main__:train_sac:51 - Episode: 45, Reward: 76.84
2025-02-06 18:29:27.958 | INFO     | __main__:train_sac:51 - Episode: 46, Reward: 82.96
2025-02-06 18:29:29.064 | INFO     | __main__:train_sac:51 - Episode: 47, Reward: 78.29
2025-02-06 18:29:30.087 | INFO     | __main__:train_sac:51 - Episode: 48, Reward: 60.55
2025-02-06 18:29:31.104 | INFO     | __main__:train_sac:51 - Episode: 49, Reward: 60.32
2025-02-06 18:29:32.290 | INFO     | __main__:train_sac:51 - Episode: 50, Reward: 72.61
2025-02-06 18:29:33.641 | INFO     | __main__:train_sac:51 - Episode: 51, Reward: 86.89
2025-02-06 18:29:34.679 | INFO     | __main__:train_sac:51 - Episode: 52, Reward: 64.68
2025-02-06 18:29:35.720 | INFO     | __main__:train_sac:51 - Episode: 53, Reward: 70.97
2025-02-06 18:29:36.581 | INFO     | __main__:train_sac:51 - Episode: 54, Reward: 57.24
2025-02-06 18:29:37.667 | INFO     | __main__:train_sac:51 - Episode: 55, Reward: 79.85
2025-02-06 18:29:38.751 | INFO     | __main__:train_sac:51 - Episode: 56, Reward: 83.72
